family,seed,mechanism,revenue_train_norm,revenue_naive_norm,revenue_strategic_norm,generalization_gap,leakage,mono_violation_rate,sep_violation_rate,sep_mean_gain,sep_max_gain,served_naive,served_strategic,plans_verified,plans_failed,multi_source
flat,2,size_proportional,0.04107062784000956,0.07878430681343587,0.07878430681343587,-0.9182639992828885,0.0,0.0,0.0,0.0,0.0,0.9775,0.9775,0,0,0
flat,2,support_set,0.00514730647063988,0.004534962209517893,0.004296165174991355,0.11896401829088388,0.052656896241683036,0.38446507083536885,0.1036036036036036,0.08344395645355036,0.9581632653061225,1.0,1.0,23,0,1
flat,2,compute_metered,0.025462540371244548,0.059693563805140154,0.05915380986897954,-1.3443679591590758,0.009042079275456699,0.407914020517831,0.36036036036036034,0.1371295256054191,0.9894593958476788,0.98875,0.98875,80,0,1
flat,2,monopoly_per_asset,1.0,0.5530299030840902,0.5653272127370872,0.44697009691590983,-0.022236247234405364,0.4338055691255496,0.36036036036036034,0.1750928244695657,0.8911943880018779,0.40375,0.55125,80,0,0
flat,2,monotone_constrained,0.5902033443057151,0.3981765421135216,0.3981765421135216,0.32535702151617585,0.0,0.0,0.0,0.0,0.0,0.22375,0.22375,0,0,0
flat,3,uniform,0.6744648481192791,0.6713423256742824,0.6713423256742824,0.00462962962962965,0.0,0.0,0.0,0.0,0.0,0.80625,0.80625,0,0,0
flat,3,size_proportional,0.03710986238722727,0.050573825160856706,0.050573825160856706,-0.3628136001459157,0.0,0.0,0.0,0.0,0.0,0.99625,0.99625,0,0,0
flat,3,support_set,0.003019242033057983,0.00390447518140725,0.003802254497785876,-0.29319714638865,0.026180390160536648,0.38446507083536885,0.1036036036036036,0.08344395645355036,0.9581632653061225,0.9975,0.9975,23,0,1
flat,3,compute_metered,0.014428903773734054,0.04118697205504889,0.04089513470777819,-1.8544768681612824,0.007085671335116388,0.407914020517831,0.36036036036036034,0.1371295256054191,0.9894593958476788,0.99625,0.99625,80,0,1
flat,3,monopoly_per_asset,1.0,0.5306970236278262,0.5708766202683174,0.4693029763721738,-0.07571098923039911,0.48412310698583294,0.36486486486486486,0.2016263244404517,0.9626672824884839,0.385,0.655,81,0,1
flat,3,monotone_constrained,0.5678059959392228,0.39826707156217106,0.39826707156217106,0.29858600576524896,0.0,0.0,0.0,0.0,0.0,0.25625,0.25625,0,0,0
flat,4,uniform,0.6631533440458203,0.6642009796604266,0.6642009796604266,-0.0015797788309637184,0.0,0.0,0.0,0.0,0.0,0.7925,0.7925,0,0,0
flat,4,size_proportional,0.10205354916925038,0.06036844490722537,0.06036844490722537,0.40846305298890184,0.0,0.0,0.0,0.0,0.0,0.97875,0.97875,0,0,0
flat,4,support_set,0.0046243256112646755,0.004435804788135,0.004173751708591986,0.04076720347512852,0.05907678359605899,0.38446507083536885,0.1036036036036036,0.08344395645355036,0.9581632653061225,1.0,1.0,23,0,1
flat,4,compute_metered,0.05044342279612946,0.04959338218929761,0.04877977075731999,0.01685136653528352,0.01640564519015993,0.407914020517831,0.36036036036036034,0.13712952560541913,0.989459395847679,0.995,0.995,80,0,1
flat,4,monopoly_per_asset,1.0,0.5244815244407002,0.5229634641084941,0.4755184755592998,0.0028944019216401965,0.542256961406937,0.3783783783783784,0.2317012668155084,0.9623736199823769,0.41625,0.73,84,0,0
flat,4,monotone_constrained,0.3815544376675579,0.2216195558506764,0.2216195558506764,0.41916661432262037,0.0,0.0,0.0,0.0,0.0,0.13625,0.13625,0,0,0
