family,seed,demand_mode,mechanism,revenue_train_norm,revenue_naive_norm,revenue_strategic_norm,surplus_naive_norm,welfare_naive_norm,surplus_strategic_norm,welfare_strategic_norm,generalization_gap,mono_violation_rate,comb_violation_rate,comb_mean_gain,comb_max_gain,served_naive,served_strategic,plans_verified,plans_failed
answer_cells,3,stationary,chawla_ubp,0.6004631503889092,0.5599667983859363,0.5599667983859363,0.9390169346887258,1.498983733074662,0.9390169346887258,1.498983733074662,0.0674418604651161,0.0,0.0,0.0,0.0,0.50125,0.50125,0,0
answer_cells,3,stationary,chawla_uip,0.6059968795930571,0.5693977126287547,0.5693977126287547,0.9599939479772404,1.529391660605995,0.9599939479772404,1.529391660605995,0.0603949759425821,0.0,0.0,0.0,0.0,0.53875,0.53875,0,0
answer_cells,3,stationary,chawla_lpip,0.5989951959703517,0.5490789296394891,0.5490789296394891,0.9415182659130664,1.4905971955525557,0.9434620046636278,1.4925409343031169,0.0833333333333332,0.0071047957371225,0.018018018018018,0.018018018018018,1.0,0.51125,0.52,4,0
answer_cells,3,stationary,chawla_cip,0.6009170062664927,0.5632892186499102,0.565182797960402,0.9544159712367049,1.517705189886615,0.9554075334146076,1.5205903313750098,0.0626172786328091,0.0248667850799289,0.036036036036036,0.0151350030957203,1.0,0.52125,0.5275,8,0
answer_cells,3,stationary,chawla_layering,0.0249955245600314,0.17496867192022,0.17496867192022,0.1093092179131322,0.2842778898333523,0.1125125886869971,0.2874812606072172,-6.0,0.0053285968028419,0.018018018018018,0.018018018018018,1.0,0.05875,0.07,4,0
answer_cells,3,stationary,chawla_xos,0.6009659769086714,0.5527740903086461,0.5529670348534965,0.9313446945508976,1.4841187848595438,0.931392681451285,1.4843597163047817,0.0801907070478783,0.0088809946714031,0.0225225225225225,0.0128919839081964,1.0,0.49,0.49125,5,0
answer_cells,3,shift,uniform,0.6004631503889092,0.4189277793410995,0.4189277793410995,1.4544447686670328,1.873372548008132,1.4544447686670328,1.873372548008132,0.3023255813953487,0.0,0.0,0.0,0.0,0.375,0.375,0,0
answer_cells,3,shift,size_proportional,0.6779377336484257,0.7016871446998036,0.7016871446998036,0.4198935145384388,1.1215806592382425,0.4198935145384388,1.1215806592382425,-0.035031847133758,0.0,0.0,0.0,0.0,0.465,0.465,0,0
answer_cells,3,shift,compute_metered,0.6004631503889092,0.4189277793410995,0.4189277793410995,1.4544447686670328,1.873372548008132,1.4544447686670328,1.873372548008132,0.3023255813953487,0.0,0.0,0.0,0.0,0.375,0.375,0,0
answer_cells,3,shift,qirana_weighted_coverage,0.6059968795930574,0.4410010892299081,0.4410010892299081,1.4922015538543896,1.9332026430842977,1.4922015538543896,1.9332026430842977,0.2722716831049496,0.0,0.0,0.0,0.0,0.4425,0.4425,0,0
answer_cells,3,shift,qirana_shannon,0.4038910164874733,0.3067646786398666,0.2945460949067888,1.3993062286158326,1.7060709072556992,1.4187425999868837,1.7132886948936723,0.2404765985940642,0.6305506216696269,0.036036036036036,0.0253170137785778,0.9349515051876164,0.3,0.30625,8,0
answer_cells,3,shift,querymarket_viewcover,0.6779377336484257,0.7016871446998036,0.7016871446998036,0.4198935145384388,1.1215806592382425,0.4198935145384388,1.1215806592382425,-0.035031847133758,0.0,0.0,0.0,0.0,0.465,0.465,0,0
answer_cells,3,shift,monopoly_per_asset,1.0,0.5359222232460867,0.5028233245814178,1.3235157033275793,1.859437926573666,1.3604270273479375,1.8632503519293555,0.4640777767539132,0.1758436944937833,0.036036036036036,0.0140358771253103,0.9404530706941718,0.525,0.5275,8,0
answer_cells,3,shift,monotone_constrained,0.9736121474250858,0.9480880782233524,0.9459535530480984,0.8291844331971774,1.77727251142053,0.8313189583724315,1.77727251142053,0.0262158491646153,0.0,0.018018018018018,0.0018275276676756,0.1268862483240685,0.50625,0.50625,4,0
answer_cells,3,shift,chawla_ubp,0.6004631503889092,0.4189277793410995,0.4189277793410995,1.454444768667032,1.873372548008132,1.454444768667032,1.873372548008132,0.3023255813953487,0.0,0.0,0.0,0.0,0.375,0.375,0,0
answer_cells,3,shift,chawla_uip,0.6059968795930571,0.4410010892299079,0.4410010892299079,1.4922015538543896,1.9332026430842972,1.4922015538543896,1.9332026430842972,0.2722716831049497,0.0,0.0,0.0,0.0,0.4425,0.4425,0,0
answer_cells,3,shift,chawla_lpip,0.5989951959703517,0.4064610258370243,0.4064610258370243,1.4674968734356728,1.8739578992726973,1.4683851584569243,1.8748461842939488,0.3214285714285714,0.0071047957371225,0.018018018018018,0.018018018018018,1.0,0.4,0.40375,4,0
answer_cells,3,shift,chawla_cip,0.6009170062664927,0.4282302241052816,0.429259322154322,1.521012158692507,1.9492423827977887,1.5212689529501036,1.9505282751044253,0.2873721002407917,0.0248667850799289,0.036036036036036,0.0151350030957203,1.0,0.4725,0.475,8,0
answer_cells,3,shift,chawla_layering,0.0249955245600314,0.4499194420805658,0.4499194420805658,0.5420779578219102,0.991997399902476,0.5428688057691536,0.9927882478497196,-16.999999999999996,0.0053285968028419,0.018018018018018,0.018018018018018,1.0,0.15125,0.15375,4,0
answer_cells,3,shift,chawla_xos,0.6009659769086714,0.4155890802857441,0.4162632380810436,1.4467635377129904,1.8623526179987344,1.446847168531463,1.8631104066125068,0.3084648777897436,0.0088809946714031,0.0225225225225225,0.0128919839081964,1.0,0.36625,0.3675,5,0
answer_cells,4,stationary,uniform,0.5361167344108878,0.5361167344108878,0.5361167344108878,0.8038721661214455,1.339988900532333,0.8038721661214455,1.339988900532333,0.0,0.0,0.0,0.0,0.0,0.46375,0.46375,0,0
answer_cells,4,stationary,size_proportional,0.685721054240922,0.6086118593865211,0.6086118593865211,0.5913381058639416,1.1999499652504626,0.5913381058639416,1.1999499652504626,0.1124497991967873,0.0,0.0,0.0,0.0,0.62125,0.62125,0,0
answer_cells,4,stationary,compute_metered,0.5361167344108878,0.5361167344108878,0.5361167344108878,0.8038721661214455,1.339988900532333,0.8038721661214455,1.339988900532333,0.0,0.0,0.0,0.0,0.0,0.46375,0.46375,0,0
answer_cells,4,stationary,qirana_weighted_coverage,0.5466333621066535,0.5464730335150961,0.5464730335150961,0.834276371327162,1.3807494048422582,0.834276371327162,1.3807494048422582,0.0002933018777696,0.0,0.0,0.0,0.0,0.50375,0.50375,0,0
answer_cells,4,stationary,qirana_shannon,0.4461211053146869,0.4297640152288993,0.3200874975264146,0.720207495617027,1.1499715108459263,0.8695273430393823,1.1896148405657967,0.0366651339533681,0.6305506216696269,0.036036036036036,0.0253170137785778,0.9349515051876164,0.4075,0.45125,8,0
answer_cells,4,stationary,querymarket_viewcover,0.685721054240922,0.6086118593865211,0.6086118593865211,0.5913381058639416,1.1999499652504626,0.5913381058639416,1.1999499652504626,0.1124497991967873,0.0,0.0,0.0,0.0,0.62125,0.62125,0,0
answer_cells,4,stationary,monopoly_per_asset,1.0,0.5818662559856213,0.6224454869911118,0.6352964791580903,1.2171627351437115,0.6496656885699396,1.2721111755610517,0.4181337440143787,0.0603907637655417,0.036036036036036,0.0067877064341605,0.375551859541868,0.54625,0.54875,8,0
answer_cells,4,stationary,monotone_constrained,0.94402128375693,0.5922358477952783,0.6435178159888938,0.6010983936950092,1.1933342414902874,0.6027840249337151,1.2463018409226088,0.3726456617181851,0.0,0.018018018018018,0.0029233449281776,0.3610599058665291,0.53125,0.5325,4,0
answer_cells,4,stationary,chawla_ubp,0.5361167344108878,0.5361167344108878,0.5361167344108878,0.8038721661214455,1.339988900532333,0.8038721661214455,1.339988900532333,0.0,0.0,0.0,0.0,0.0,0.46375,0.46375,0,0
answer_cells,4,stationary,chawla_uip,0.5466333621066536,0.5464730335150962,0.5464730335150962,0.834276371327162,1.3807494048422582,0.834276371327162,1.3807494048422582,0.0002933018777695,0.0,0.0,0.0,0.0,0.50375,0.50375,0,0
answer_cells,4,stationary,chawla_lpip,0.5333655521061903,0.5375763327807128,0.5375763327807128,0.830372998524887,1.3679493313056,0.8330838385104916,1.3706601712912043,-0.0078947368421051,0.0035523978685612,0.009009009009009,0.009009009009009,1.0,0.50375,0.51375,2,0
